root://xrootd-cms.infn.it///eos/cms/store/group/phys_egamma/akapoor/ChargeMisID/newsamples2/06544C90-EFDF-E811-80E6-842B2B6F5D5C.root, mc, 1.0, 114590, 1593385, 7.19%, Output/output_DY.root
/eos/cms/store/group/phys_egamma/akapoor/ChargeMisID/newsamples2/06544C90-EFDF-E811-80E6-842B2B6F5D5C.root, mc, 1.0, 114590, 1593385, 7.19%, Output/output_DY.root
/eos/cms/store/group/phys_egamma/akapoor/ChargeMisID/newsamples2/06544C90-EFDF-E811-80E6-842B2B6F5D5C.root, mc, 1.0, 114590, 1593385, 7.19%, Output/output_DY.root
/eos/cms/store/group/phys_egamma/akapoor/ChargeMisID/newsamples2/06544C90-EFDF-E811-80E6-842B2B6F5D5C.root, mc, 1.0, 114590, 1593385, 7.19%, Output/output_DY.root
/eos/cms/store/group/phys_egamma/akapoor/ChargeMisID/newsamples2/06544C90-EFDF-E811-80E6-842B2B6F5D5C.root, mc, 1.0, 114590, 1593385, 7.19%, Output/output_DY.root
/eos/cms/store/group/phys_egamma/akapoor/ChargeMisID/newsamples2/06544C90-EFDF-E811-80E6-842B2B6F5D5C.root, mc, 1.0, 114590, 1593385, 7.19%, Output/output_DY.root
/eos/cms/store/group/phys_egamma/akapoor/ChargeMisID/newsamples2/06544C90-EFDF-E811-80E6-842B2B6F5D5C.root, mc, 1.0, 114590, 1593385, 7.19%, Output/output_1.root
/eos/cms/store/group/phys_egamma/akapoor/ChargeMisID/newsamples2/06544C90-EFDF-E811-80E6-842B2B6F5D5C.root, mc, 1.0, 114590, 1593385, 7.19%, Output/output_1.root
/eos/cms/store/group/phys_egamma/akapoor/ChargeMisID/newsamples2/06544C90-EFDF-E811-80E6-842B2B6F5D5C.root, mc, 1.0, 114590, 1593385, 7.19%, Output/output_1.root
/eos/cms/store/group/phys_egamma/akapoor/ChargeMisID/newsamples2/06544C90-EFDF-E811-80E6-842B2B6F5D5C.root, mc, 1.0, 114590, 1593385, 7.19%, Output/output_1.root
/eos/cms/store/group/phys_egamma/akapoor/ChargeMisID/newsamples2/06544C90-EFDF-E811-80E6-842B2B6F5D5C.root, mc, 1.0, 114590, 1593385, 7.19%, Output/output_DY.root
/eos/cms/store/group/phys_egamma/akapoor/ChargeMisID/newsamples2/06544C90-EFDF-E811-80E6-842B2B6F5D5C.root, mc, 1.0, 114590, 1593385, 7.19%, Output/output_DY.root
/eos/cms/store/group/phys_egamma/akapoor/ChargeMisID/newsamples2/06544C90-EFDF-E811-80E6-842B2B6F5D5C.root, mc, 1.0, 114590, 1593385, 7.19%, Output/output_DY.root
/eos/cms/store/group/phys_egamma/akapoor/ChargeMisID/newsamples2/06544C90-EFDF-E811-80E6-842B2B6F5D5C.root, mc, 1.0, 114590, 1593385, 7.19%, Output/output_DY.root
/eos/cms/store/group/phys_egamma/akapoor/ChargeMisID/newsamples2/06544C90-EFDF-E811-80E6-842B2B6F5D5C.root, mc, 1.0, 114590, 1593385, 7.19%, Output/output_DY.root
/eos/cms/store/group/phys_egamma/akapoor/ChargeMisID/newsamples2/06544C90-EFDF-E811-80E6-842B2B6F5D5C.root, mc, 1.0, 114590, 1593385, 7.19%, Output/output_DY.root
/eos/cms/store/group/phys_egamma/akapoor/ChargeMisID/newsamples2/06544C90-EFDF-E811-80E6-842B2B6F5D5C.root, mc, 1.0, 114590, 1593385, 7.19%, Output/output_DY.root
/eos/cms/store/group/phys_egamma/akapoor/ChargeMisID/newsamples2/06544C90-EFDF-E811-80E6-842B2B6F5D5C.root, mc, 1.0, 114590, 1593385, 7.19%, Output/output_DY.root
/eos/cms/store/group/phys_egamma/akapoor/ChargeMisID/newsamples2/06544C90-EFDF-E811-80E6-842B2B6F5D5C.root, mc, 1.0, 114590, 1593385, 7.19%, Output/output_DY.root
/eos/cms/store/group/phys_egamma/akapoor/ChargeMisID/newsamples2/06544C90-EFDF-E811-80E6-842B2B6F5D5C.root, mc, 1.0, 114590, 1593385, 7.19%, Output/output_DY.root
/eos/cms/store/group/phys_egamma/akapoor/ChargeMisID/newsamples2/06544C90-EFDF-E811-80E6-842B2B6F5D5C.root, mc, 1.0, 114590, 1593385, 7.19%, Output/output_DY.root
/eos/cms/store/group/phys_egamma/akapoor/ChargeMisID/newsamples2/06544C90-EFDF-E811-80E6-842B2B6F5D5C.root, mc, 1.0, 114590, 1593385, 7.19%, Output/output_DY.root
/eos/cms/store/group/phys_egamma/akapoor/ChargeMisID/newsamples2/06544C90-EFDF-E811-80E6-842B2B6F5D5C.root, mc, 1.0, 114590, 1593385, 7.19%, Output/output_DY.root
/eos/cms/store/group/phys_egamma/akapoor/ChargeMisID/newsamples2/06544C90-EFDF-E811-80E6-842B2B6F5D5C.root, mc, 1.0, 114590, 1593385, 7.19%, Output/output_DY.root
/eos/cms/store/group/phys_egamma/akapoor/ChargeMisID/newsamples2/06544C90-EFDF-E811-80E6-842B2B6F5D5C.root, mc, 1.0, 114590, 1593385, 7.19%, Output/output_DY.root
